-1281	-53
-1281	-160
-1296	-268
-1311	-376
-1340	-487
-1340	-598
-1355	-711
-1370	-824
-1399	-939
-1414	-1057
-1443	-1176
-1443	-1296
-1487	-1418
-1516	-1543
-1501	-1669
-1546	-1796
-1560	-1925
-1560	-2055
-1560	-2185
-1546	-2315
-1545	-2444
-1560	-2573
-1575	-2704
-1589	-2835
-1619	-2969
-1619	-3104
-1634	-3240
-1648	-3376
-1604	-3512
-1546	-3643
-1443	-3768
-1369	-3885
-1281	-3995
-1193	-4098
-1002	-4190
-797	-4265
-592	-4323
-357	-4362
-166	-4384
25	-4390
157	-4382
259	-4365
333	-4340
406	-4309
450	-4274
494	-4234
567	-4190
611	-4141
670	-4088
685	-4031
729	-3972
744	-3911
714	-3850
773	-3788
861	-3720
846	-3649
875	-3577
919	-3503
963	-3424
993	-3343
993	-3260
978	-3178
978	-3096
978	-3015
978	-2933
993	-2851
1022	-2767
1037	-2682
1052	-2595
1037	-2507
1037	-2421
1066	-2333
1081	-2244
1081	-2154
1125	-2062
1154	-1967
1153	-1871
1169	-1774
1213	-1675
1243	-1573
1258	-1468
1257	-1364
1287	-1258
1301	-1150
1301	-1041
1315	-932
1345	-822
1375	-708
1345	-595
1345	-483
1375	-369
1434	-252
1433	-133
1433	-14
1432	106
1447	226
1448	346
1448	467
1463	588
1448	710
1448	830
1404	949
1389	1065
1359	1180
1345	1293
1315	1403
1316	1513
1301	1622
1228	1727
1228	1830
1198	1931
1183	2030
1169	2128
1139	2224
1095	2317
1081	2408
1037	2496
948	2579
875	2655
773	2724
626	2782
464	2827
303	2859
171	2879
24	2887
-93	2884
-195	2872
-313	2851
-401	2821
-445	2786
-460	2748
-490	2709
-504	2667
-504	2625
-430	2586
-401	2552
-431	2517
-460	2480
-474	2441
-504	2400
-474	2360
-489	2319
-504	2278
-489	2237
-489	2196
-563	2152
-622	2103
-606	2051
-636	2000
-710	1944
-739	1883
-753	1821
-768	1758
-768	1694
-797	1628
-827	1561
-841	1491
-870	1420
-885	1347
-871	1274
-871	1201
-900	1127
-915	1052
-929	975
-973	896
-1032	812
-1046	725
-1032	639
-1061	552
-1047	464
-1047	377
-1002	291
-988	208
-988	126
-944	45
-885	-31
-871	-104
-871	-177
-871	-249
-856	-321
-856	-392
-856	-464
-856	-535
-870	-607
-885	-680
-900	-755
-915	-830
-900	-906
-915	-981
-915	-1058
-885	-1133
-885	-1206
-900	-1281
-929	-1357
-944	-1435
-944	-1514
-959	-1593
-973	-1674
-988	-1755
-1003	-1838
-1003	-1922
-1017	-2006
-1032	-2091
-1032	-2177
-1061	-2265
-1017	-2351
-1017	-2436
-988	-2519
-988	-2602
-1003	-2685
-1032	-2770
-1032	-2856
-1047	-2942
-1076	-3031
-1120	-3122
-1120	-3215
-1076	-3307
-1032	-3395
-1017	-3480
-988	-3564
-988	-3646
-929	-3726
-870	-3801
-783	-3870
-680	-3931
-592	-3984
-548	-4031
-460	-4073
-431	-4110
-445	-4147
-475	-4185
-489	-4225
-504	-4267
-563	-4311
-607	-4360
-621	-4411
-636	-4464
-680	-4518
-724	-4577
-738	-4638
-782	-4701
-841	-4769
-871	-4840
-885	-4913
-900	-4988
-930	-5064
-929	-5141
-944	-5219
-959	-5299
-973	-5379
-1002	-5462
-1047	-5547
-1047	-5634
-1061	-5722
-1091	-5812
-1091	-5903
-1090	-5993
-1120	-6086
-1135	-6180
-1135	-6274
-1135	-6369
-1135	-6463
-1135	-6558
-1120	-6652
-1105	-6745
-1076	-6835
-1061	-6924
-1046	-7012
-1047	-7099
-1032	-7186
-1032	-7272
-1017	-7357
-1017	-7442
-1003	-7526
-1017	-7611
-988	-7694
-1003	-7777
-1017	-7861
-1002	-7945
-1017	-8030
-1032	-8115
-1017	-8200
-1032	-8286
-1032	-8372
-1032	-8458
-1047	-8544
-1076	-8633
-1091	-8723
-1105	-8815
-1120	-8907
-1164	-9002
-1194	-9101
-1208	-9201
-1223	-9302
-1223	-9404
-1238	-9507
-1223	-9609
-1252	-9712
-1267	-9817
-1252	-9922
-1252	-10026
-1252	-10131
-1282	-10236
-1282	-10343
-1311	-10451
-1325	-10561
-1384	-10674
-1428	-10791
-1399	-10909
-1384	-11025
-1384	-11140
-1384	-11256
-1355	-11370
-1340	-11482
-1296	-11592
-1267	-11699
-1179	-11801
-1135	-11897
-1090	-11990
-1076	-12080
-1076	-12170
-1076	-12259
-1106	-12350
-1120	-12443
-1135	-12537
-1208	-12635
-1267	-12738
-1282	-12844
-1296	-12951
-1355	-13062
-1429	-13178
-1487	-13299
-1502	-13424
-1560	-13551
-1604	-13683
-1648	-13819
-1678	-13957
-1662	-14097
-1737	-14238
-1766	-14384
-1766	-14531
-1810	-14680
-1824	-14832
-1839	-14984
-1868	-15139
-1913	-15296
-1942	-15457
-1957	-15619
-1957	-15783
-2001	-15947
-2030	-16115
-2045	-16285
-2044	-16456
-2044	-16626
-2089	-16798
-2074	-16972
-2059	-17144
-2089	-17317
-2059	-17490
-2074	-17662
-2074	-17835
-2045	-18006
-2015	-18175
-2045	-18345
-2030	-18514
-2030	-18684
-2045	-18853
-2045	-19024
-2059	-19195
-2089	-19368
-2089	-19542
-2103	-19716
-2148	-19893
-2147	-20072
-2147	-20251
-2162	-20431
-2177	-20612
-2191	-20794
-2206	-20977
-2236	-21162
-2221	-21348
-2235	-21533
-2235	-21720
-2249	-21906
-2279	-22095
-2309	-22286
-2323	-22479
-2338	-22674
-2353	-22869
-2338	-23064
-2338	-23259
-2382	-23456
-2352	-23653
-2352	-23849
-2367	-24046
-2367	-24243
-2367	-24440
-2367	-24638
-2382	-24835
-2338	-25032
-2308	-25226
-2250	-25416
-2117	-25598
-2000	-25769
-1839	-25929
-1633	-26074
-1443	-26202
-1223	-26313
-914	-26402
-606	-26465
-357	-26506
-78	-26524
201	-26519
435	-26492
626	-26448
773	-26390
875	-26321
978	-26244
1081	-26158
1154	-26065
1243	-25965
1331	-25858
1375	-25745
1433	-25628
1477	-25507
1521	-25382
1550	-25254
1594	-25123
1638	-24988
1683	-24850
1712	-24708
1726	-24565
1756	-24420
1770	-24273
1770	-24126
1770	-23978
1770	-23831
1800	-23682
1800	-23532
1800	-23382
1815	-23231
1785	-23081
1770	-22933
1712	-22788
1667	-22647
1683	-22508
1697	-22367
1697	-22225
1697	-22084
1697	-21943
1712	-21801
1756	-21656
1800	-21508
1829	-21357
1814	-21205
1829	-21053
1844	-20900
1844	-20746
1829	-20593
1829	-20441
1859	-20287
1873	-20132
1844	-19977
1829	-19824
1844	-19671
1859	-19517
1829	-19363
1829	-19211
1829	-19058
1829	-18906
1814	-18754
1815	-18603
1785	-18453
1800	-18303
1815	-18153
1814	-18002
1844	-17849
1829	-17696
1814	-17544
1800	-17394
1770	-17245
1785	-17097
1771	-16949
1741	-16802
1726	-16658
1682	-16516
1653	-16377
1638	-16240
1624	-16104
1609	-15969
1595	-15836
1550	-15705
1536	-15576
1536	-15448
