2280	95
2280	285
2236	473
2206	658
2221	843
2206	1027
2192	1211
2250	1396
2309	1586
2338	1779
2324	1974
2324	2167
2280	2359
2207	2546
2090	2725
1972	2895
1884	3055
1723	3206
1620	3345
1488	3475
1312	3591
1165	3694
989	3784
842	3861
681	3924
521	3974
373	4012
198	4035
51	4046
-125	4043
-316	4024
-433	3993
-565	3952
-653	3901
-667	3846
-712	3789
-785	3726
-829	3659
-931	3586
-976	3506
-1049	3422
-1107	3332
-1152	3238
-1196	3140
-1240	3039
-1195	2937
-1225	2837
-1269	2733
-1298	2626
-1298	2518
-1327	2408
-1371	2296
-1386	2181
-1401	2065
-1445	1946
-1415	1827
-1430	1709
-1401	1591
-1445	1472
-1445	1352
-1370	1235
-1400	1119
-1400	1003
-1312	890
-1328	780
-1313	670
-1312	560
-1386	448
-1357	334
-1400	219
-1416	102
-1400	-16
-1400	-132
-1416	-250
-1444	-369
-1460	-490
-1489	-612
-1504	-737
-1504	-862
-1459	-986
-1430	-1106
-1430	-1225
-1474	-1346
-1459	-1468
-1444	-1589
-1459	-1710
-1444	-1831
-1386	-1949
-1444	-2067
-1459	-2188
-1445	-2309
-1518	-2432
-1460	-2556
-1385	-2675
-1401	-2791
-1401	-2908
-1401	-3024
-1386	-3140
-1328	-3253
-1313	-3363
-1313	-3473
-1284	-3581
-1239	-3686
-1225	-3789
-1254	-3892
-1254	-3996
-1269	-4102
-1225	-4205
-1210	-4307
-1181	-4406
-1196	-4505
-1196	-4605
-1196	-4705
-1211	-4805
-1196	-4905
-1181	-5004
-1181	-5103
-1137	-5199
-1181	-5296
-1211	-5395
-1211	-5496
-1196	-5596
-1181	-5695
-1210	-5795
-1225	-5896
-1210	-5998
-1210	-6099
-1269	-6202
-1298	-6309
-1313	-6418
-1298	-6526
-1254	-6633
-1284	-6738
-1269	-6845
-1298	-6952
-1298	-7060
-1312	-7168
-1254	-7275
-1225	-7379
-1210	-7480
-1195	-7580
-1211	-7680
-1239	-7782
-1210	-7884
-1181	-7984
-1196	-8083
-1151	-8181
-1210	-8279
-1284	-8383
-1225	-8488
-1225	-8590
-1240	-8692
-1225	-8795
-1166	-8895
-1167	-8992
-1152	-9088
-1152	-9184
-1152	-9280
-1181	-9377
-1181	-9476
-1151	-9573
-1167	-9669
-1181	-9767
-1107	-9863
-1123	-9955
-1122	-10049
-1108	-10142
-1122	-10235
-1122	-10328
-1137	-10422
-1137	-10517
-1152	-10612
-1181	-10709
-1166	-10807
-1166	-10904
-1181	-11002
-1166	-11100
-1152	-11196
-1181	-11294
-1167	-11391
-1152	-11488
-1137	-11583
-1093	-11676
-1034	-11765
-1049	-11852
-1093	-11941
-1093	-12032
-1093	-12123
-1137	-12216
-1137	-12310
-1137	-12405
-1108	-12499
-1093	-12590
-1035	-12679
-975	-12763
-902	-12841
-785	-12911
-712	-12973
-623	-13029
-521	-13077
-433	-13116
-286	-13146
-184	-13166
-96	-13177
-23	-13182
37	-13182
80	-13177
124	-13168
154	-13157
183	-13143
227	-13125
256	-13105
241	-13085
242	-13064
256	-13044
330	-13019
389	-12989
433	-12955
521	-12915
653	-12866
726	-12809
770	-12746
813	-12680
916	-12608
989	-12529
1018	-12445
1048	-12359
1034	-12272
1033	-12186
1063	-12099
1062	-12010
1107	-11920
1092	-11828
1092	-11737
1150	-11644
1209	-11545
1297	-11441
1370	-11330
1400	-11214
1561	-11091
1635	-10958
1664	-10820
1737	-10678
1752	-10533
1781	-10386
1781	-10237
1766	-10089
1766	-9942
1752	-9796
1723	-9651
1723	-9507
1723	-9363
1679	-9222
1664	-9082
1693	-8942
1693	-8801
1693	-8660
1722	-8518
1796	-8371
1855	-8219
1913	-8062
1972	-7900
2016	-7734
2045	-7565
2045	-7394
1987	-7226
2001	-7060
1986	-6894
2001	-6728
1943	-6563
1884	-6404
1855	-6248
1899	-6092
1928	-5932
2016	-5768
2177	-5593
2309	-5406
2368	-5211
2471	-5009
2544	-4800
2618	-4585
2705	-4363
2734	-4137
2764	-3908
2749	-3678
2734	-3449
2735	-3222
2676	-2996
2617	-2775
2603	-2558
2485	-2346
2442	-2141
2427	-1938
2310	-1740
2280	-1549
2295	-1358
2280	-1168
2236	-979
2207	-794
2236	-609
2295	-420
2324	-228
2353	-33
2354	163
2397	361
2412	562
2412	763
2426	964
2456	1168
2470	1373
2500	1580
2529	1790
2544	2001
2603	2216
2617	2433
2632	2652
2632	2871
2632	3091
2646	3311
2661	3532
2646	3753
2661	3974
2632	4195
2632	4414
2647	4634
2530	4850
2456	5058
2382	5259
2309	5455
2222	5644
2090	5823
1958	5992
1840	6150
1694	6298
1546	6433
1415	6556
1224	6666
1077	6762
946	6846
726	6916
564	6970
388	7009
213	7035
95	7047
-81	7048
-257	7034
-433	7005
-565	6964
-653	6913
-756	6854
-843	6788
-903	6715
-990	6636
-1049	6551
-1049	6464
-1137	6373
-1152	6278
-1166	6181
-1239	6081
-1254	5977
-1298	5871
-1283	5763
-1357	5653
-1430	5537
-1444	5417
-1430	5298
-1386	5180
-1386	5065
-1445	4947
-1416	4828
-1430	4709
-1445	4590
-1283	4476
-1181	4373
-1151	4276
-1122	4181
-1122	4088
-1122	3995
-1137	3900
-1137	3806
-1108	3712
-1108	3620
-1167	3525
-1211	3426
-1225	3325
-1225	3223
-1240	3120
-1239	3017
-1269	2912
-1283	2806
-1283	2699
-1327	2590
-1371	2478
-1342	2365
-1327	2254
-1372	2141
-1400	2026
-1386	1910
-1416	1793
-1430	1675
-1430	1555
-1445	1436
-1459	1315
-1460	1193
-1474	1071
-1474	948
-1489	825
-1518	699
-1518	573
-1518	447
-1518	320
-1474	195
-1460	73
-1445	-48
-1460	-169
-1445	-290
-1415	-409
-1445	-528
-1401	-647
-1401	-763
-1415	-881
-1386	-997
-1327	-1110
-1357	-1222
-1386	-1336
-1386	-1452
-1386	-1567
-1372	-1682
-1342	-1795
-1313	-1906
-1342	-2016
-1313	-2127
-1298	-2236
-1342	-2346
-1342	-2457
-1386	-2571
-1400	-2687
-1356	-2802
-1327	-2914
-1356	-3025
-1356	-3138
-1357	-3251
-1357	-3364
-1327	-3476
-1356	-3588
-1327	-3700
-1313	-3810
-1313	-3919
-1342	-4030
-1371	-4143
-1327	-4255
-1328	-4366
-1298	-4475
-1283	-4583
-1342	-4692
-1356	-4804
-1313	-4915
-1313	-5025
-1298	-5134
-1298	-5242
-1298	-5350
-1254	-5456
-1225	-5559
-1255	-5663
-1166	-5764
-1122	-5859
-1108	-5952
-1137	-6045
-1151	-6141
-1137	-6236
-1093	-6329
-1079	-6419
-1064	-6508
-1049	-6596
-1020	-6683
-1049	-6769
-1049	-6856
-1049	-6944
-1064	-7032
-1049	-7120
-1049	-7207
-1034	-7294
-1078	-7382
-1035	-7470
-1019	-7555
-1049	-7641
-1078	-7730
-1064	-7819
-1049	-7907
-1078	-7996
-1079	-8086
-1049	-8174
-1049	-8262
-1079	-8350
-1078	-8440
-1063	-8529
-1137	-8621
-1108	-8714
-1063	-8805
-1093	-8895
-1108	-8986
-1137	-9080
-1107	-9173
-1107	-9265
-1137	-9359
-1137	-9454
-1151	-9549
-1108	-9643
-1108	-9735
-1152	-9829
-1152	-9925
-1181	-10023
-1196	-10122
-1151	-10219
-1137	-10315
-1108	-10408
-1151	-10502
-1166	-10599
-1137	-10695
-1196	-10792
-1167	-10890
-1107	-10985
-1151	-11079
-1151	-11175
-1137	-11270
-1151	-11365
-1108	-11459
-1063	-11550
-1122	-11641
-1137	-11735
-1093	-11828
-1064	-11918
-1107	-12008
-1123	-12101
-1108	-12194
-1151	-12288
-1152	-12384
-1166	-12481
-1181	-12578
-1196	-12677
-1225	-12778
-1239	-12881
-1268	-12985
-1328	-13093
-1386	-13206
-1444	-13324
-1444	-13445
-1371	-13562
-1356	-13675
-1283	-13785
-1181	-13888
-1064	-13981
-961	-14066
-858	-14142
-741	-14208
-594	-14264
-506	-14309
-448	-14349
-389	-14384
-315	-14413
-228	-14436
-169	-14452
-110	-14464
-96	-14473
-81	-14480
-66	-14486
-95	-14493
-52	-14499
37	-14499
80	-14494
168	-14484
227	-14468
315	-14445
388	-14416
418	-14382
506	-14343
505	-14301
535	-14258
609	-14210
623	-14159
667	-14105
682	-14049
697	-13991
755	-13931
784	-13867
740	-13803
784	-13740
858	-13671
975	-13595
1063	-13510
1121	-13419
1151	-13324
1180	-13227
1195	-13128
1298	-13024
1312	-12915
1327	-12805
1370	-12693
1385	-12578
1385	-12462
1385	-12347
1371	-12232
1370	-12118
1385	-12003
1370	-11888
1386	-11773
1429	-11656
1444	-11536
1488	-11414
1547	-11288
1649	-11154
1737	-11013
1796	-10866
1855	-10714
1854	-10559
1855	-10405
1899	-10248
1899	-10090
1854	-9934
1854	-9779
1826	-9626
1811	-9474
1796	-9324
1767	-9175
1782	-9027
1781	-8879
1796	-8730
1796	-8580
1854	-8428
1913	-8271
1914	-8111
1913	-7952
1943	-7791
1943	-7629
1928	-7468
1943	-7307
1899	-7147
1898	-6988
1884	-6831
1854	-6675
1869	-6520
1854	-6365
1884	-6209
1913	-6050
1943	-5890
1957	-5727
1928	-5565
1928	-5405
2016	-5240
2104	-5069
2207	-4889
2324	-4700
2427	-4502
2515	-4296
2529	-4086
2559	-3874
2588	-3659
2588	-3444
2617	-3227
2632	-3008
2602	-2790
2559	-2575
2530	-2363
2529	-2152
2530	-1941
2471	-1733
2471	-1527
2456	-1321
2456	-1117
2485	-911
2456	-705
2442	-501
2442	-297
2470	-93
2500	115
2500	323
2544	533
2573	746
2603	962
2617	1180
2588	1397
2603	1613
2618	1830
2559	2046
2514	2258
2486	2466
2456	2672
2471	2877
2501	3084
2441	3290
2412	3493
2338	3691
2280	3883
2221	4071
2118	4252
2045	4425
1942	4591
1840	4749
1767	4899
1649	5041
1576	5176
